time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 03:45:00,529.7199999999999,4.2299999999999045,0.0,,48.333333333333336,92.33999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.42333333333333,-9.179999999999993,,67.0,69.0,85.0,68.0,,
2025-01-29 04:00:00,531.84,-19.07000000000005,0.0,,48.333333333333336,92.44,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.15333333333332,-9.75,,67.0,69.0,85.0,68.0,,
2025-01-29 04:15:00,537.4899999999999,0.0,0.0,,48.5,92.19333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.96333333333332,-9.989999999999995,,67.0,69.0,85.0,68.0,,
2025-01-29 04:30:00,532.5433333333334,6.349999999999909,0.0,,48.666666666666664,92.17,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.62333333333333,-10.019999999999996,,67.0,69.0,85.0,68.0,,
2025-01-29 04:45:00,544.5500000000001,-16.960000000000036,0.0,,48.833333333333336,92.25,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.72333333333334,-8.599999999999994,,67.0,69.0,85.0,68.0,,
2025-01-29 05:00:00,532.5466666666667,-8.480000000000018,0.0,,48.666666666666664,92.13999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.30333333333333,-9.36,,67.0,69.0,85.0,68.0,,
2025-01-29 05:15:00,532.5433333333334,-14.840000000000032,0.0,,48.833333333333336,91.78666666666668,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.08333333333333,-9.769999999999996,,67.0,69.0,85.0,68.0,,
2025-01-29 05:30:00,545.9666666666667,-2.1200000000000045,0.0,,48.666666666666664,91.79333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.99333333333334,-10.019999999999996,,67.0,69.0,85.0,68.0,,
2025-01-29 05:45:00,534.6633333333333,23.299999999999955,0.0,,49.0,91.65666666666668,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.02666666666667,-10.019999999999996,,67.0,69.0,85.0,68.0,,
2025-01-29 06:00:00,541.7266666666666,-6.360000000000014,0.0,,49.333333333333336,91.35333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.99333333333334,-10.039999999999992,,67.0,69.0,85.0,68.0,,
